Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
2025-09-15,115342.79,117996.97,114411.76,115314.26,16996.67888,2025-09-21 23:59:59.999,1973850561.9871912,2763339,8175.70294,949629209.6538403,0
2025-09-22,115314.25,115453.28,108700.0,112224.95,24767.96038,2025-09-28 23:59:59.999,2760374480.799119,3783200,12061.01997,1345007653.7714536,0
2025-09-29,112224.95,125778.22,111601.73,123529.91,31270.1574,2025-10-05 23:59:59.999,3715685438.3410473,4213547,15990.68038,1901100451.807368,0
2025-10-06,123529.91,126296.0,102000.0,115073.27,49801.95485,2025-10-12 23:59:59.999,5837134201.381213,7090560,24035.82025,2820779491.742181,0
2025-10-13,115073.27,116080.0,103529.01,108689.01,40356.27867,2025-10-19 23:59:59.999,4439701067.255439,5257061,19039.18969,2094073145.5446308,0
2025-10-20,108689.01,115497.0,106700.0,114574.42,37502.30001,2025-10-26 23:59:59.999,4132407944.056495,4184502,18318.20975,2019052910.9220016,0
2025-10-27,114571.34,116416.84,106301.44,110550.87,30828.18854,2025-11-02 23:59:59.999,3432112795.3440704,4267016,15250.32035,1697717892.6711824,0
2025-11-03,110550.87,110764.48,98894.48,104710.22,45596.39588,2025-11-09 23:59:59.999,4696768978.170333,6182607,23221.97364,2392682715.928084,0
2025-11-10,104710.21,107494.69,92920.0,94205.71,39247.31888,2025-11-16 23:59:59.999,3924933707.882001,4784059,18724.93538,1873326605.6443896,0
2025-11-17,94205.7,95981.99,80561.16,86831.0,61600.71773,2025-11-23 23:59:59.999,5416690792.166558,6225510,30084.6362,2647960666.9640656,0
2025-11-24,86831.0,93115.7,85238.2,90389.99,32055.70528,2025-11-30 23:59:59.999,2856177195.9152374,3997177,15610.09765,1390544449.5986228,0
2025-12-01,90389.99,94198.22,83818.82,90412.0,37187.76709,2025-12-07 23:59:59.999,3337097260.6789494,4333377,18091.18513,1624068492.415374,0
2025-12-08,90412.01,94635.01,89280.97,92460.61,23852.90838,2025-12-14 23:59:59.999,2188103563.324754,2782563,11287.9005,1035067854.0869927,0
